subtaskID,datapointID,answer
2,10220,477.023
2,10221,302.831
2,10222,202.009
2,10223,655.708
2,10224,217.566
2,10225,379.677
2,10226,377.836
2,10227,538.322
2,10228,162.745
2,10229,254.15
2,10230,213.708
2,10231,191.678
2,10232,545.211
2,10233,550.808
2,10234,249.13
2,10235,447.817
2,10236,300.369
2,10237,417.254
2,10238,204.104
2,10239,624.912
2,10240,442.066
2,10241,334.524
2,10242,528.208
2,10243,476.247
2,10244,352.087
2,10245,625.958
2,10246,362.404
2,10247,416.686
2,10248,254.811
2,10249,453.894
2,10250,392.991
2,10251,258.569
2,10252,441.846
2,10253,265.539
2,10254,290.047
2,10255,539.74
2,10256,166.677
2,10257,254.966
2,10258,302.777
2,10259,270.398
2,10260,219.452
2,10261,563.229
2,10262,129.091
2,10263,317.406
2,10264,278.669
2,10265,279.879
2,10266,384.698
2,10267,540.782
2,10268,669.957
2,10269,517.269
2,10270,264.472
2,10271,283.636
2,10272,478.567
2,10273,600.912
2,10274,365.177
2,10275,579.964
2,10276,206.103
2,10277,321.06
2,10278,234.523
2,10279,188.876
2,10280,667.158
2,10281,567.786
2,10282,650.96
2,10283,227.621
2,10284,156.641
2,10285,572.046
2,10286,391.333
2,10287,337.997
2,10288,235.084
2,10289,320.209
2,10290,287.923
2,10291,512.977
2,10292,635.69
2,10293,610.364
2,10294,516.732
2,10295,538.833
2,10296,627.84
2,10297,580.83
2,10298,492.826
2,10299,313.833
2,10300,209.173
2,10301,620.503
2,10302,378.651
2,10303,196.507
2,10304,483.236
2,10305,458.004
2,10306,248.388
2,10307,242.207
2,10308,357.434
2,10309,291.74
2,10310,448.669
2,10311,320.376
2,10312,259.112
2,10313,367.83
2,10314,622.315
2,10315,363.153
2,10316,681.892
2,10317,642.285
2,10318,232.155
2,10319,232.058
2,10320,418.598
2,10321,695.849
2,10322,476.372
2,10323,332.873
2,10324,687.196
2,10325,230.338
2,10326,391.212
2,10327,477.365
2,10328,206.26
2,10329,481.633
2,10330,426.59
2,10331,105.734
2,10332,336.484
2,10333,676.942
2,10334,397.514
2,10335,468.66
2,10336,338.74
2,10337,152.688
2,10338,583.21
2,10339,338.194
2,10340,660.446
2,10341,597.607
2,10342,430.483
2,10343,345.019
2,10344,222.891
2,10345,745.089
2,10346,738.182
2,10347,300.859
2,10348,362.391
2,10349,372.195
2,10350,392.348
2,10351,569.09
2,10352,476.991
2,10353,441.09
2,10354,199.829
2,10355,661.237
2,10356,265.339
2,10357,684.99
2,10358,227.868
2,10359,277.799
2,10360,433.316
2,10361,73.392
2,10362,332.995
2,10363,345.611
2,10364,170.272
2,10365,331.342
2,10366,754.388
2,10367,646.409
2,10368,487.278
2,10369,320.879
2,10370,310.522
2,10371,247.48
2,10372,391.526
2,10373,203.765
2,10374,580.907
2,10375,452.473
2,10376,206.511
2,10377,480.865
2,10378,192.817
2,10379,170.869
2,10380,546.467
2,10381,139.056
2,10382,690.067
2,10383,636.016
2,10384,457.963
2,10385,622.292
2,10386,406.687
2,10387,163.692
2,10388,558.136
2,10389,251.046
2,10390,142.241
2,10391,451.879
2,10392,655.847
2,10393,355.756
2,10394,152.152
2,10395,295.536
2,10396,350.634
2,10397,127.398
2,10398,247.136
2,10399,450.591
2,10400,105.246
2,10401,343.523
2,10402,648.832
2,10403,409.046
2,10404,528.314
2,10405,459.812
2,10406,240.563
2,10407,407.059
2,10408,317.66
2,10409,476.585
2,10410,444.275
2,10411,409.987
2,10412,430.305
2,10413,176.698
2,10414,400.015
2,10415,445.216
2,10416,530.513
2,10417,243.801
2,10418,474.502
2,10419,449.578
2,10420,659.119
2,10421,515.528
2,10422,274.503
2,10423,273.149
2,10424,321.944
2,10425,678.414
2,10426,328.114
2,10427,569.95
2,10428,487.463
2,10429,483.796
2,10430,300.65
2,10431,786.545
2,10432,165.478
2,10433,448.275
2,10434,187.682
2,10435,301.03
2,10436,562.887
2,10437,386.823
2,10438,409.549
2,10439,526.809
2,10440,292.692
2,10441,498.94
2,10442,220.754
2,10443,537.529
2,10444,403.906
2,10445,414.119
2,10446,460.735
2,10447,532.976
2,10448,290.826
2,10449,151.711
2,10450,279.304
2,10451,532.444
2,10452,151.931
2,10453,365.824
2,10454,382.512
2,10455,447.738
2,10456,461.947
2,10457,281.668
2,10458,388.894
2,10459,449.936
2,10460,340.011
2,10461,452.973
2,10462,495.01
2,10463,369.6
2,10464,458.101
2,10465,142.182
2,10466,431.713
2,10467,550.679
2,10468,428.667
2,10469,179.461
2,10470,322.046
2,10471,181.235
2,10472,603.829
2,10473,377.608
2,10474,638.033
2,10475,188.694
2,10476,413.829
2,10477,428.253
2,10478,189.739
2,10479,275.732
2,10480,292.314
2,10481,551.145
2,10482,209.517
2,10483,245.277
2,10484,715.027
2,10485,176.014
2,10486,350.918
2,10487,392.932
2,10488,425.049
2,10489,323.216
2,10490,189.007
2,10491,126.676
2,10492,473.997
2,10493,204.604
2,10494,105.643
2,10495,552.234
2,10496,390.9
2,10497,134.317
2,10498,248.852
2,10499,373.801
2,10500,248.041
2,10501,396.785
2,10502,229.374
2,10503,93.875
2,10504,512.076
2,10505,342.195
2,10506,338.084
2,10507,500.718
2,10508,423.949
2,10509,388.171
2,10510,394.86
2,10511,511.427
2,10512,374.422
2,10513,491.726
2,10514,264.868
2,10515,657.148
2,10516,312.066
2,10517,744.141
2,10518,153.912
2,10519,316.485
2,10520,265.368
2,10521,215.628
2,10522,526.901
2,10523,401.149
2,10524,226.931
2,10525,342.17
2,10526,510.837
2,10527,202.705
2,10528,444.937
2,10529,126.923
2,10530,130.607
2,10531,566.522
2,10532,156.888
2,10533,335.519
2,10534,683.463
2,10535,169.586
2,10536,448.964
2,10537,112.706
2,10538,171.041
2,10539,309.781
2,10540,626.94
2,10541,316.955
2,10542,447.406
2,10543,384.83
2,10544,465.613
2,10545,627.639
2,10546,613.447
2,10547,248.34
2,10548,686.017
2,10549,451.952
2,10550,567.823
2,10551,125.075
2,10552,368.014
2,10553,356.316
2,10554,547.147
2,10555,476.186
2,10556,464.612
2,10557,118.389
2,10558,296.937
2,10559,466.229
2,10560,237.162
2,10561,337.711
2,10562,702.444
2,10563,461.171
2,10564,180.198
2,10565,95.667
2,10566,289.975
2,10567,421.819
2,10568,531.572
2,10569,432.577
2,10570,266.629
2,10571,638.166
2,10572,746.501
2,10573,752.759
2,10574,155.753
2,10575,474.606
2,10576,455.476
2,10577,557.137
2,10578,544.45
2,10579,404.985
2,10580,516.538
2,10581,670.259
2,10582,334.129
2,10583,255.332
2,10584,184.728
2,10585,123.319
2,10586,801.411
2,10587,658.88
2,10588,228.264
2,10589,441.108
2,10590,401.355
2,10591,271.627
2,10592,468.529
2,10593,228.05
2,10594,272.132
2,10595,453.871
2,10596,417.845
2,10597,399.731
2,10598,405.205
2,10599,549.475
2,10600,141.545
2,10601,258.102
2,10602,374.004
2,10603,511.143
2,10604,482.123
2,10605,285.034
2,10606,429.801
2,10607,88.897
2,10608,524.643
2,10609,641.17
2,10610,221.239
2,10611,240.544
2,10612,631.928
2,10613,314.643
2,10614,333.618
2,10615,123.419
2,10616,666.161
2,10617,488.685
2,10618,303.804
2,10619,522.374
2,10620,324.059
2,10621,230.944
2,10622,215.746
2,10623,369.922
2,10624,400.713
2,10625,223.164
2,10626,617.017
2,10627,127.319
2,10628,426.85
2,10629,184.084
2,10630,326.003
2,10631,650.387
2,10632,479.832
2,10633,399.64
2,10634,525.241
2,10635,625.681
2,10636,389.111
2,10637,288.931
2,10638,149.368
2,10639,553.261
2,10640,382.229
2,10641,85.086
2,10642,461.241
2,10643,401.338
2,10644,388.128
2,10645,478.087
2,10646,826.959
2,10647,329.399
2,10648,299.726
2,10649,218.192
2,10650,512.3
2,10651,522.219
2,10652,428.809
2,10653,288.536
2,10654,459.873
2,10655,356.629
2,10656,79.144
2,10657,184.323
2,10658,387.462
2,10659,157.881
2,10660,193.29
2,10661,498.695
2,10662,334.538
2,10663,342.117
2,10664,465.708
2,10665,470.168
2,10666,276.382
2,10667,145.616
2,10668,194.766
2,10669,239.136
2,10670,325.054
2,10671,581.203
2,10672,271.373
2,10673,540.482
2,10674,116.885
2,10675,339.829
2,10676,361.046
2,10677,152.433
2,10678,423.499
2,10679,745.4
2,10680,584.878
2,10681,177.922
2,10682,433.392
2,10683,184.494
2,10684,137.572
2,10685,280.89
2,10686,469.327
2,10687,454.396
2,10688,304.159
2,10689,357.814
2,10690,311.72
2,10691,305.321
2,10692,233.926
2,10693,279.721
2,10694,468.2
2,10695,509.649
2,10696,171.113
2,10697,116.182
2,10698,143.124
2,10699,110.892
2,10700,219.739
2,10701,328.8
2,10702,630.846
2,10703,466.554
2,10704,437.017
2,10705,815.072
2,10706,437.567
2,10707,184.331
2,10708,448.506
2,10709,294.141
2,10710,558.179
2,10711,321.804
2,10712,177.583
2,10713,591.464
2,10714,334.912
2,10715,440.131
2,10716,206.009
2,10717,662.6
2,10718,214.042
2,10719,477.455
2,10720,358.049
2,10721,621.847
2,10722,531.033
2,10723,226.814
2,10724,523.996
2,10725,263.319
2,10726,459.39
2,10727,555.512
2,10728,208.932
2,10729,196.911
2,10730,157.976
2,10731,559.36
2,10732,145.768
2,10733,336.924
2,10734,395.315
2,10735,272.303
2,10736,651.286
2,10737,164.379
2,10738,277.827
2,10739,565.097
2,10740,394.897
2,10741,275.511
2,10742,327.901
2,10743,390.769
2,10744,227.844
2,10745,576.91
2,10746,341.405
2,10747,97.148
2,10748,456.824
2,10749,611.595
2,10750,642.643
2,10751,170.898
2,10752,549.98
2,10753,154.081
2,10754,247.169
2,10755,483.919
2,10756,469.033
2,10757,312.363
2,10758,350.272
2,10759,525.193
2,10760,304.777
2,10761,435.522
2,10762,410.089
2,10763,342.481
2,10764,352.738
2,10765,246.093
2,10766,699.078
2,10767,486.048
2,10768,631.668
2,10769,79.885
2,10770,529.376
2,10771,383.099
2,10772,292.494
2,10773,366.26
2,10774,155.615
2,10775,335.856
2,10776,434.924
2,10777,608.208
2,10778,428.137
2,10779,438.488
2,10780,409.616
2,10781,217.496
2,10782,320.787
2,10783,446.868
2,10784,524.312
2,10785,640.761
2,10786,410.288
2,10787,106.056
2,10788,427.915
2,10789,151.786
2,10790,508.497
2,10791,121.171
2,10792,141.346
2,10793,304.404
2,10794,217.824
2,10795,94.352
2,10796,429.723
2,10797,130.265
2,10798,446.906
2,10799,660.943
2,10800,320.051
2,10801,513.296
2,10802,755.194
2,10803,312.052
2,10804,361.928
2,10805,434.534
2,10806,172.11
2,10807,680.194
2,10808,256.999
2,10809,341.798
2,10810,289.443
2,10811,403.935
2,10812,551.477
2,10813,522.166
2,10814,467.176
2,10815,316.728
2,10816,203.002
2,10817,483.562
2,10818,152.074
2,10819,457.214
2,10820,219.987
2,10821,362.198
2,10822,238.185
2,10823,462.324
2,10824,247.185
2,10825,484.123
2,10826,272.633
2,10827,123.628
2,10828,467.172
2,10829,628.806
2,10830,236.369
2,10831,330.826
2,10832,457.825
2,10833,396.91
2,10834,320.535
2,10835,612.98
2,10836,285.898
2,10837,576.797
2,10838,453.937
2,10839,510.15
2,10840,422.988
2,10841,429.91
2,10842,739.509
2,10843,223.423
2,10844,257.984
2,10845,552.298
2,10846,467.816
2,10847,434.074
2,10848,390.42
2,10849,430.093
2,10850,314.214
2,10851,605.765
2,10852,420.917
2,10853,193.195
2,10854,535.232
2,10855,563.587
2,10856,385.252
2,10857,429.204
2,10858,468.474
2,10859,542.787
2,10860,443.621
2,10861,211.908
2,10862,148.7
2,10863,227.684
2,10864,527.767
2,10865,596.594
2,10866,565.188
2,10867,159.449
2,10868,343.371
2,10869,318.518
2,10870,154.371
2,10871,563.13
2,10872,149.267
2,10873,477.12
2,10874,219.014
2,10875,559.755
2,10876,500.125
2,10877,497.068
2,10878,389.258
2,10879,392.085
2,10880,330.056
2,10881,256.204
2,10882,192.76
2,10883,528.924
2,10884,301.126
2,10885,359.332
2,10886,100.446
2,10887,348.542
2,10888,514.459
2,10889,486.141
2,10890,203.979
2,10891,360.464
2,10892,598.897
2,10893,630.355
2,10894,317.692
2,10895,314.926
2,10896,290.588
2,10897,518.607
2,10898,306.816
2,10899,528.848
2,10900,636.526
2,10901,215.176
2,10902,171.754
2,10903,251.544
2,10904,626.6
2,10905,105.322
2,10906,411.836
2,10907,343.769
2,10908,369.999
2,10909,357.308
2,10910,357.042
2,10911,212.287
2,10912,445.577
2,10913,190.747
2,10914,267.865
2,10915,642.307
2,10916,676.413
2,10917,165.74
2,10918,467.497
2,10919,65.046
2,10920,81.129
2,10921,352.504
2,10922,573.2
2,10923,284.353
2,10924,108.351
2,10925,562.544
2,10926,300.669
2,10927,428.419
2,10928,168.105
2,10929,449.452
2,10930,345.015
2,10931,248.258
2,10932,580.869
2,10933,362.144
2,10934,211.161
2,10935,524.227
2,10936,338.428
2,10937,541.852
2,10938,176.653
2,10939,661.043
2,10940,413.473
2,10941,511.066
2,10942,408.259
2,10943,144.665
2,10944,392.847
2,10945,336.086
2,10946,391.895
2,10947,555.3
2,10948,373.489
2,10949,438.053
2,10950,422.274
2,10951,220.261
2,10952,509.652
2,10953,407.217
2,10954,389.701
2,10955,562.683
2,10956,631.339
2,10957,339.14
2,10958,402.216
2,10959,374.257
2,10960,183.288
2,10961,412.882
2,10962,214.376
2,10963,290.376
2,10964,370.459
2,10965,360.948
2,10966,311.964
2,10967,576.227
2,10968,389.73
2,10969,267.351
2,10970,559.468
2,10971,323.659
2,10972,596.078
2,10973,314.514
2,10974,132.483
2,10975,473.338
2,10976,450.314
2,10977,325.794
2,10978,220.3
2,10979,405.379
2,10980,665.089
2,10981,362.851
2,10982,478.144
2,10983,502.778
2,10984,303.281
2,10985,806.874
2,10986,432.742
2,10987,120.77
2,10988,562.921
2,10989,555.988
2,10990,573.423
2,10991,463.183
2,10992,336.689
2,10993,649.048
2,10994,380.515
2,10995,128.736
2,10996,122.781
2,10997,504.518
2,10998,421.398
2,10999,380.891
2,11000,477.447
2,11001,164.06
2,11002,352.954
2,11003,514.963
2,11004,525.05
2,11005,241.426
2,11006,493.195
2,11007,576.726
2,11008,467.475
2,11009,280.523
2,11010,422.423
2,11011,415.485
2,11012,385.911
2,11013,421.362
2,11014,299.393
2,11015,263.684
2,11016,648.476
2,11017,536.884
2,11018,321.929
2,11019,116.175
2,11020,333.112
2,11021,515.624
2,11022,384.717
2,11023,150.43
2,11024,368.827
2,11025,330.036
2,11026,527.188
2,11027,260.6
2,11028,155.948
2,11029,356.772
2,11030,289.924
2,11031,537.446
2,11032,676.673
2,11033,304.933
2,11034,518.025
2,11035,394.682
2,11036,378.148
2,11037,245.962
2,11038,231.142
2,11039,259.053
2,11040,625.199
2,11041,281.296
2,11042,501.729
2,11043,370.759
2,11044,432.316
2,11045,671.736
2,11046,247.136
2,11047,572.479
2,11048,159.019
2,11049,301.5
2,11050,581.943
2,11051,304.647
2,11052,367.479
2,11053,150.067
2,11054,89.311
2,11055,153.305
2,11056,660.696
2,11057,240.235
2,11058,149.637
2,11059,705.397
2,11060,180.25
2,11061,262.207
2,11062,785.649
2,11063,514.145
2,11064,722.945
2,11065,451.156
2,11066,570.155
2,11067,353.217
2,11068,328.186
2,11069,400.491
2,11070,529.626
2,11071,219.718
2,11072,808.408
2,11073,143.782
2,11074,125.999
2,11075,327.478
2,11076,566.262
2,11077,547.496
2,11078,293.753
2,11079,337.562
2,11080,267.295
2,11081,207.245
2,11082,448.721
2,11083,337.572
2,11084,464.02
2,11085,451.796
2,11086,144.502
2,11087,215.377
2,11088,510.601
2,11089,517.09
2,11090,442.932
2,11091,560.6
2,11092,331.68
2,11093,485.491
2,11094,256.838
2,11095,366.971
2,11096,436.902
2,11097,364.165
2,11098,208.692
2,11099,485.356
2,11100,121.828
2,11101,249.685
2,11102,199.002
2,11103,478.221
2,11104,165.096
2,11105,346.071
2,11106,576.876
2,11107,218.49
2,11108,153.883
2,11109,607.211
2,11110,151.484
2,11111,573.991
2,11112,357.521
2,11113,160.295
2,11114,191.219
2,11115,220.568
2,11116,314.38
2,11117,308.039
2,11118,538.146
2,11119,536.316
2,11120,221.287
2,11121,476.904
2,11122,468.403
2,11123,521.753
2,11124,210.436
2,11125,507.65
2,11126,365.168
2,11127,644.39
2,11128,573.841
2,11129,743.583
2,11130,615.623
2,11131,605.846
2,11132,241.574
2,11133,302.182
2,11134,207.713
2,11135,284.194
2,11136,244.15
2,11137,177.84
2,11138,620.301
2,11139,345.554
2,11140,492.992
2,11141,241.941
2,11142,208.138
2,11143,348.02
2,11144,185.338
2,11145,352.081
2,11146,137.587
2,11147,284.871
2,11148,259.157
2,11149,618.165
2,11150,340.694
2,11151,518.573
2,11152,129.539
2,11153,561.976
2,11154,806.531
2,11155,376.622
2,11156,193.779
2,11157,762.909
2,11158,285.96
2,11159,557.09
2,11160,338.919
2,11161,398.795
2,11162,626.575
2,11163,838.027
2,11164,276.456
2,11165,325.875
2,11166,492.703
2,11167,427.368
2,11168,139.059
2,11169,787.478
2,11170,313.744
2,11171,273.623
2,11172,480.085
2,11173,246.01
2,11174,250.755
2,11175,577.034
2,11176,456.961
2,11177,417.228
2,11178,441.761
2,11179,625.151
2,11180,359.07
2,11181,140.457
2,11182,775.517
2,11183,343.448
2,11184,543.171
2,11185,279.871
2,11186,189.95
2,11187,473.209
2,11188,150.919
2,11189,372.708
2,11190,555.87
2,11191,118.304
2,11192,78.052
2,11193,411.616
2,11194,443.751
2,11195,254.078
2,11196,442.778
2,11197,315.713
2,11198,581.339
2,11199,141.395
2,11200,820.561
2,11201,420.895
2,11202,655.955
2,11203,412.725
2,11204,817.691
2,11205,277.194
2,11206,633.397
2,11207,605.097
2,11208,424.745
2,11209,250.238
2,11210,575.967
2,11211,402.952
2,11212,232.622
2,11213,213.178
2,11214,468.83
2,11215,466.012
2,11216,547.051
2,11217,345.815
2,11218,556.08
2,11219,360.758
2,11220,320.075
2,11221,332.234
2,11222,580.956
2,11223,436.753
2,11224,454.628
2,11225,210.033
2,11226,574.244
2,11227,445.246
2,11228,651.395
2,11229,429.136
2,11230,413.702
2,11231,304.512
2,11232,765.636
2,11233,125.887
2,11234,284.006
2,11235,351.6
2,11236,309.498
2,11237,682.34
2,11238,344.55
2,11239,317.148
2,11240,639.199
2,11241,405.331
2,11242,533.097
2,11243,468.339
2,11244,517.69
2,11245,355.343
2,11246,146.873
2,11247,458.798
2,11248,629.406
2,11249,344.031
2,11250,352.829
2,11251,607.564
2,11252,657.791
2,11253,524.115
2,11254,279.819
2,11255,402.549
2,11256,352.932
2,11257,671.815
2,11258,641.855
2,11259,525.009
2,11260,273.293
2,11261,210.22
2,11262,422.545
2,11263,452.168
2,11264,721.549
2,11265,678.606
2,11266,180.392
2,11267,358.779
2,11268,285.244
2,11269,304.098
2,11270,276.983
2,11271,460.049
2,11272,484.65
2,11273,292.05
2,11274,338.607
2,11275,441.504
2,11276,361.827
2,11277,354.48
2,11278,213.93
2,11279,576.661
2,11280,547.725
2,11281,341.722
2,11282,413.142
2,11283,197.322
2,11284,153.133
2,11285,507.869
2,11286,569.19
2,11287,367.318
2,11288,442.653
2,11289,507.374
2,11290,403.621
2,11291,254.151
2,11292,698.928
2,11293,372.081
2,11294,257.427
2,11295,561.632
2,11296,381.407
2,11297,159.011
2,11298,633.466
2,11299,436.725
2,11300,674.167
2,11301,439.158
2,11302,127.595
2,11303,576.749
2,11304,405.945
2,11305,343.48
2,11306,396.816
2,11307,244.875
2,11308,282.773
2,11309,555.311
2,11310,204.154
2,11311,365.023
2,11312,213.483
2,11313,143.386
2,11314,294.276
2,11315,596.135
2,11316,529.813
2,11317,516.71
2,11318,561.142
2,11319,281.977
2,11320,240.039
2,11321,205.898
2,11322,484.464
2,11323,121.081
2,11324,149.956
2,11325,510.529
2,11326,479.93
2,11327,238.036
2,11328,291.561
2,11329,583.672
2,11330,339.034
2,11331,338.127
2,11332,332.078
2,11333,110.561
2,11334,438.382
2,11335,303.906
2,11336,105.835
2,11337,470.786
2,11338,165.677
2,11339,508.87
2,11340,539.875
2,11341,113.825
2,11342,237.097
2,11343,424.327
2,11344,533.434
2,11345,497.133
2,11346,278.079
2,11347,140.583
2,11348,237.953
2,11349,133.964
2,11350,515.724
2,11351,591.786
2,11352,233.686
2,11353,488.649
2,11354,345.32
2,11355,496.981
2,11356,626.178
2,11357,113.989
2,11358,99.989
2,11359,467.257
2,11360,588.755
2,11361,550.113
2,11362,586.938
2,11363,220.888
2,11364,288.695
2,11365,732.657
2,11366,436.372
2,11367,364.395
2,11368,353.307
2,11369,231.577
2,11370,301.994
2,11371,422.635
2,11372,236.656
2,11373,459.789
2,11374,367.465
2,11375,619.485
2,11376,367.159
2,11377,363.883
2,11378,331.436
2,11379,477.007
2,11380,192.509
2,11381,558.091
2,11382,484.206
2,11383,236.546
2,11384,172.541
2,11385,279.282
2,11386,519.444
2,11387,237.049
2,11388,534.777
2,11389,232.517
2,11390,270.603
2,11391,131.353
2,11392,553.51
2,11393,377.388
2,11394,263.394
2,11395,641.536
2,11396,568.879
2,11397,575.344
2,11398,451.925
2,11399,312.805
2,11400,158.992
2,11401,428.067
2,11402,456.612
2,11403,275.556
2,11404,399.204
2,11405,52.915
2,11406,327.706
2,11407,198.617
2,11408,461.312
2,11409,846.476
2,11410,226.298
2,11411,229.554
2,11412,146.827
2,11413,158.956
2,11414,478.817
2,11415,293.627
2,11416,473.627
2,11417,109.204
2,11418,132.191
2,11419,582.47
2,11420,688.993
2,11421,648.763
2,11422,203.013
2,11423,484.015
2,11424,555.604
2,11425,516.424
2,11426,217.555
2,11427,352.528
2,11428,471.594
2,11429,344.602
2,11430,530.834
2,11431,387.516
2,11432,604.051
2,11433,188.618
2,11434,563.303
2,11435,517.692
2,11436,117.189
2,11437,390.778
2,11438,579.936
2,11439,535.354
2,11440,262.257
2,11441,397.946
2,11442,697.935
2,11443,464.804
2,11444,258.461
2,11445,145.147
2,11446,215.572
2,11447,653.573
2,11448,463.753
2,11449,521.632
2,11450,375.671
2,11451,370.301
2,11452,382.503
2,11453,347.953
2,11454,471.656
2,11455,555.352
2,11456,341.244
2,11457,770.67
2,11458,309.116
2,11459,141.112
2,11460,353.006
2,11461,419.166
2,11462,506.44
2,11463,399.534
2,11464,323.846
2,11465,331.599
2,11466,147.291
2,11467,362.193
2,11468,527.573
2,11469,575.384
2,11470,371.874
2,11471,437.59
2,11472,233.182
2,11473,367.877
2,11474,351.199
2,11475,109.419
2,11476,177.671
2,11477,310.086
2,11478,263.093
2,11479,341.164
2,11480,477.059
2,11481,410.43
2,11482,416.596
2,11483,223.883
2,11484,354.892
2,11485,378.974
2,11486,587.533
2,11487,462.049
2,11488,479.54
2,11489,499.304
2,11490,422.479
2,11491,368.818
2,11492,171.61
2,11493,468.355
2,11494,399.44
2,11495,638.117
2,11496,361.032
2,11497,471.889
2,11498,288.425
2,11499,250.989
2,11500,272.038
2,11501,319.982
2,11502,137.804
2,11503,168.456
2,11504,318.46
2,11505,472.505
2,11506,523.281
2,11507,222.267
2,11508,160.549
2,11509,475.264
2,11510,59.782
2,11511,408.728
2,11512,472.296
2,11513,447.57
2,11514,354.299
2,11515,559.785
2,11516,383.256
2,11517,305.931
2,11518,622.202
2,11519,110.79
2,11520,516.928
2,11521,427.31
2,11522,346.278
2,11523,576.17
2,11524,155.296
2,11525,288.919
2,11526,521.256
2,11527,583.24
2,11528,542.891
2,11529,278.846
2,11530,434.019
2,11531,477.66
2,11532,474.486
2,11533,209.185
2,11534,574.488
2,11535,408.984
2,11536,573.213
2,11537,315.449
2,11538,427.841
2,11539,497.598
2,11540,415.364
2,11541,461.206
2,11542,513.789
2,11543,224.475
2,11544,151.325
2,11545,361.151
2,11546,291.857
2,11547,379.035
2,11548,324.239
2,11549,222.102
2,11550,296.496
2,11551,239.912
