image_path,label
images/ecg_002868.png,0
images/ecg_001706.png,0
images/ecg_003622.png,1
images/ecg_001358.png,0
images/ecg_004825.png,1
images/ecg_002899.png,1
images/ecg_000438.png,1
images/ecg_002815.png,0
images/ecg_002723.png,1
images/ecg_001572.png,1
images/ecg_000063.png,1
images/ecg_001273.png,1
images/ecg_003118.png,0
images/ecg_004713.png,0
images/ecg_004421.png,1
images/ecg_000628.png,1
images/ecg_001702.png,0
images/ecg_003586.png,0
images/ecg_002222.png,0
images/ecg_003898.png,1
images/ecg_003007.png,1
images/ecg_002228.png,0
images/ecg_002565.png,1
images/ecg_003037.png,1
images/ecg_004510.png,1
images/ecg_002315.png,1
images/ecg_003889.png,1
images/ecg_002243.png,1
images/ecg_002300.png,0
images/ecg_000622.png,0
images/ecg_001743.png,1
images/ecg_001256.png,0
images/ecg_001232.png,1
images/ecg_000384.png,0
images/ecg_001297.png,1
images/ecg_002410.png,1
images/ecg_000244.png,0
images/ecg_004460.png,0
images/ecg_000661.png,0
images/ecg_002512.png,1
images/ecg_003172.png,0
images/ecg_000311.png,0
images/ecg_003864.png,0
images/ecg_002059.png,1
images/ecg_004125.png,1
images/ecg_003704.png,1
images/ecg_000254.png,0
images/ecg_002066.png,1
images/ecg_004703.png,0
images/ecg_002825.png,0
images/ecg_002484.png,1
images/ecg_003541.png,0
images/ecg_003463.png,1
images/ecg_000429.png,0
images/ecg_001942.png,0
images/ecg_004760.png,1
images/ecg_001504.png,1
images/ecg_000120.png,0
images/ecg_001804.png,1
images/ecg_000158.png,1
images/ecg_002230.png,1
images/ecg_001636.png,1
images/ecg_003760.png,0
images/ecg_003633.png,1
images/ecg_001269.png,1
images/ecg_000916.png,0
images/ecg_002309.png,0
images/ecg_001783.png,0
images/ecg_001617.png,1
images/ecg_003531.png,0
images/ecg_001392.png,1
images/ecg_001014.png,1
images/ecg_003207.png,0
images/ecg_001373.png,1
images/ecg_002068.png,0
images/ecg_000548.png,0
images/ecg_003977.png,1
images/ecg_001558.png,1
images/ecg_001890.png,1
images/ecg_004081.png,0
images/ecg_002510.png,1
images/ecg_002184.png,1
images/ecg_004235.png,0
images/ecg_004012.png,0
images/ecg_002283.png,1
images/ecg_001499.png,0
images/ecg_000395.png,1
images/ecg_001867.png,1
images/ecg_000350.png,0
images/ecg_003240.png,1
images/ecg_003850.png,0
images/ecg_003253.png,1
images/ecg_002987.png,1
images/ecg_002339.png,0
images/ecg_002379.png,1
images/ecg_004392.png,0
images/ecg_000750.png,1
images/ecg_000168.png,1
images/ecg_001071.png,1
images/ecg_002207.png,1
images/ecg_002255.png,0
images/ecg_004377.png,1
images/ecg_001339.png,0
images/ecg_000140.png,1
images/ecg_000019.png,1
images/ecg_004614.png,1
images/ecg_002827.png,0
images/ecg_002965.png,1
images/ecg_000491.png,1
images/ecg_003252.png,0
images/ecg_000729.png,1
images/ecg_003170.png,1
images/ecg_000899.png,1
images/ecg_001646.png,0
images/ecg_001462.png,0
images/ecg_003152.png,1
images/ecg_002891.png,1
images/ecg_003899.png,0
images/ecg_004071.png,0
images/ecg_000234.png,1
images/ecg_002813.png,0
images/ecg_003854.png,1
images/ecg_004358.png,0
images/ecg_003901.png,1
images/ecg_002732.png,0
images/ecg_003048.png,1
images/ecg_004965.png,1
images/ecg_004672.png,0
images/ecg_003373.png,0
images/ecg_004386.png,0
images/ecg_004463.png,1
images/ecg_002056.png,0
images/ecg_002390.png,0
images/ecg_001042.png,1
images/ecg_002515.png,1
images/ecg_001119.png,1
images/ecg_000473.png,0
images/ecg_003588.png,1
images/ecg_003577.png,1
images/ecg_000381.png,1
images/ecg_000482.png,1
images/ecg_001612.png,1
images/ecg_004258.png,1
images/ecg_000289.png,1
images/ecg_004898.png,1
images/ecg_000233.png,1
images/ecg_004836.png,0
images/ecg_003413.png,0
images/ecg_001141.png,1
images/ecg_002375.png,0
images/ecg_000501.png,1
images/ecg_004722.png,1
images/ecg_001672.png,0
images/ecg_004383.png,1
images/ecg_002051.png,1
images/ecg_000065.png,0
images/ecg_003411.png,0
images/ecg_000974.png,1
images/ecg_000293.png,0
images/ecg_002393.png,1
images/ecg_001509.png,1
images/ecg_001988.png,0
images/ecg_003618.png,0
images/ecg_002246.png,1
images/ecg_000324.png,0
images/ecg_003133.png,1
images/ecg_004776.png,1
images/ecg_003283.png,0
images/ecg_000057.png,1
images/ecg_003999.png,1
images/ecg_003814.png,1
images/ecg_004928.png,0
images/ecg_002768.png,1
images/ecg_000736.png,0
images/ecg_001742.png,0
images/ecg_004388.png,1
images/ecg_003803.png,0
images/ecg_003402.png,1
images/ecg_000977.png,0
images/ecg_004823.png,1
images/ecg_001050.png,1
images/ecg_000633.png,0
images/ecg_000240.png,0
images/ecg_000200.png,0
images/ecg_000347.png,0
images/ecg_000315.png,1
images/ecg_001969.png,1
images/ecg_000882.png,0
images/ecg_000183.png,0
images/ecg_001035.png,1
images/ecg_000223.png,1
images/ecg_000554.png,1
images/ecg_002163.png,0
images/ecg_004600.png,1
images/ecg_000273.png,0
images/ecg_002132.png,1
images/ecg_002553.png,0
images/ecg_002908.png,1
images/ecg_001415.png,0
images/ecg_004916.png,0
images/ecg_003751.png,1
images/ecg_002639.png,1
images/ecg_002109.png,0
images/ecg_003422.png,1
images/ecg_003067.png,1
images/ecg_001775.png,1
images/ecg_001240.png,1
images/ecg_002875.png,0
images/ecg_001070.png,1
images/ecg_004857.png,0
images/ecg_001979.png,1
images/ecg_001340.png,0
images/ecg_003672.png,1
images/ecg_003871.png,0
images/ecg_002349.png,0
images/ecg_000344.png,1
images/ecg_000538.png,1
images/ecg_003812.png,0
images/ecg_001438.png,1
images/ecg_004529.png,0
images/ecg_001163.png,1
images/ecg_002887.png,1
images/ecg_001234.png,1
images/ecg_001461.png,1
images/ecg_000952.png,0
images/ecg_004840.png,1
images/ecg_000202.png,0
images/ecg_003990.png,0
images/ecg_003112.png,1
images/ecg_000209.png,1
images/ecg_003748.png,0
images/ecg_001843.png,0
images/ecg_004881.png,1
images/ecg_001651.png,0
images/ecg_002084.png,0
images/ecg_002320.png,0
images/ecg_000489.png,1
images/ecg_002838.png,0
images/ecg_002178.png,1
images/ecg_001606.png,1
images/ecg_003592.png,1
images/ecg_004869.png,1
images/ecg_002374.png,0
images/ecg_001257.png,1
images/ecg_000059.png,0
images/ecg_002070.png,1
images/ecg_004903.png,1
images/ecg_004925.png,1
images/ecg_004426.png,1
images/ecg_003498.png,1
images/ecg_004273.png,0
images/ecg_003732.png,1
images/ecg_004469.png,1
images/ecg_004873.png,0
images/ecg_003231.png,0
images/ecg_002190.png,1
images/ecg_001396.png,1
images/ecg_002468.png,0
images/ecg_004000.png,1
images/ecg_001889.png,1
images/ecg_001608.png,1
images/ecg_002341.png,1
images/ecg_000150.png,0
images/ecg_000013.png,0
images/ecg_004691.png,1
images/ecg_002270.png,1
images/ecg_001263.png,0
images/ecg_001314.png,1
images/ecg_001424.png,1
images/ecg_004267.png,1
images/ecg_000641.png,0
images/ecg_000456.png,0
images/ecg_000081.png,1
images/ecg_001012.png,1
images/ecg_000420.png,0
images/ecg_002136.png,0
images/ecg_000706.png,1
images/ecg_003467.png,1
images/ecg_001466.png,1
images/ecg_001846.png,0
images/ecg_002217.png,1
images/ecg_003903.png,1
images/ecg_002420.png,1
images/ecg_000239.png,1
images/ecg_000858.png,0
images/ecg_001968.png,1
images/ecg_001025.png,1
images/ecg_003948.png,0
images/ecg_003761.png,0
images/ecg_004256.png,1
images/ecg_003590.png,1
images/ecg_000506.png,1
images/ecg_001897.png,0
images/ecg_004790.png,1
images/ecg_004973.png,1
images/ecg_002666.png,1
images/ecg_003406.png,1
images/ecg_000443.png,1
images/ecg_000680.png,1
images/ecg_002189.png,0
images/ecg_004179.png,1
images/ecg_002806.png,1
images/ecg_001556.png,1
images/ecg_004755.png,1
images/ecg_002110.png,0
images/ecg_004150.png,1
images/ecg_004342.png,1
images/ecg_003584.png,1
images/ecg_001999.png,1
images/ecg_003215.png,1
images/ecg_002975.png,0
images/ecg_001178.png,1
images/ecg_004705.png,1
images/ecg_004921.png,1
images/ecg_004172.png,1
images/ecg_000305.png,1
images/ecg_000107.png,1
images/ecg_003778.png,0
images/ecg_004559.png,1
images/ecg_004101.png,0
images/ecg_002385.png,1
images/ecg_001601.png,1
images/ecg_001003.png,0
images/ecg_000332.png,0
images/ecg_001270.png,0
images/ecg_001521.png,1
images/ecg_002411.png,1
images/ecg_002371.png,1
images/ecg_001618.png,1
images/ecg_002380.png,1
images/ecg_003950.png,0
images/ecg_002702.png,1
images/ecg_002846.png,1
images/ecg_002895.png,0
images/ecg_000079.png,1
images/ecg_002471.png,0
images/ecg_001430.png,1
images/ecg_004272.png,1
images/ecg_001811.png,1
images/ecg_001364.png,1
images/ecg_001810.png,0
images/ecg_001317.png,1
images/ecg_001989.png,1
images/ecg_001374.png,0
images/ecg_003496.png,1
images/ecg_000193.png,0
images/ecg_000578.png,0
images/ecg_003627.png,1
images/ecg_004220.png,1
images/ecg_003120.png,1
images/ecg_002622.png,1
images/ecg_002053.png,0
images/ecg_004222.png,1
images/ecg_000286.png,0
images/ecg_002198.png,0
images/ecg_001907.png,1
images/ecg_000765.png,1
images/ecg_004215.png,0
images/ecg_002322.png,1
images/ecg_002498.png,1
images/ecg_001187.png,1
images/ecg_002771.png,1
images/ecg_003157.png,0
images/ecg_000761.png,1
images/ecg_002921.png,1
images/ecg_002677.png,1
images/ecg_000345.png,1
images/ecg_001530.png,1
images/ecg_002284.png,0
images/ecg_004821.png,0
images/ecg_001866.png,0
images/ecg_001560.png,0
images/ecg_000777.png,1
images/ecg_001512.png,1
images/ecg_000210.png,1
images/ecg_004288.png,0
images/ecg_003730.png,1
images/ecg_002031.png,1
images/ecg_003738.png,0
images/ecg_003477.png,1
images/ecg_004975.png,1
images/ecg_001435.png,0
images/ecg_002508.png,1
images/ecg_003282.png,1
images/ecg_004261.png,1
images/ecg_004653.png,1
images/ecg_001166.png,1
images/ecg_002147.png,0
images/ecg_004087.png,1
images/ecg_003733.png,0
images/ecg_003542.png,0
images/ecg_004707.png,1
images/ecg_000335.png,1
images/ecg_004276.png,0
images/ecg_000390.png,1
images/ecg_003970.png,1
images/ecg_004496.png,1
images/ecg_002773.png,1
images/ecg_001331.png,1
images/ecg_004227.png,1
images/ecg_003545.png,0
images/ecg_003709.png,0
images/ecg_003081.png,1
images/ecg_001782.png,1
images/ecg_004257.png,0
images/ecg_004006.png,1
images/ecg_004375.png,0
images/ecg_004040.png,0
images/ecg_003995.png,1
images/ecg_000100.png,0
images/ecg_000278.png,1
images/ecg_003199.png,1
images/ecg_000227.png,1
images/ecg_004980.png,0
images/ecg_000450.png,1
images/ecg_001492.png,1
images/ecg_001227.png,0
images/ecg_004733.png,1
images/ecg_000590.png,1
images/ecg_002893.png,1
images/ecg_000098.png,1
images/ecg_002086.png,1
images/ecg_002857.png,0
images/ecg_003501.png,1
images/ecg_003148.png,1
images/ecg_002614.png,0
images/ecg_003836.png,1
images/ecg_004083.png,0
images/ecg_003983.png,1
images/ecg_001851.png,1
images/ecg_004468.png,1
images/ecg_000044.png,1
images/ecg_002625.png,1
images/ecg_002455.png,0
images/ecg_002598.png,1
images/ecg_001333.png,1
images/ecg_002052.png,0
images/ecg_002169.png,0
images/ecg_003527.png,1
images/ecg_002432.png,1
images/ecg_000801.png,1
images/ecg_003563.png,0
images/ecg_003220.png,0
images/ecg_004969.png,1
images/ecg_004719.png,1
images/ecg_001091.png,1
images/ecg_000126.png,1
images/ecg_003677.png,1
images/ecg_003758.png,0
images/ecg_000219.png,0
images/ecg_002600.png,1
images/ecg_001785.png,1
images/ecg_004498.png,1
images/ecg_000243.png,0
images/ecg_002146.png,0
images/ecg_000015.png,1
images/ecg_004592.png,0
images/ecg_004688.png,1
images/ecg_001020.png,1
images/ecg_000133.png,0
images/ecg_001970.png,1
images/ecg_002798.png,0
images/ecg_004098.png,1
images/ecg_003985.png,0
images/ecg_003574.png,0
images/ecg_002741.png,1
images/ecg_001831.png,1
images/ecg_004628.png,0
images/ecg_001592.png,1
images/ecg_004228.png,1
images/ecg_002489.png,1
images/ecg_001192.png,1
images/ecg_002560.png,0
images/ecg_004568.png,0
images/ecg_003996.png,1
images/ecg_003556.png,1
images/ecg_003121.png,0
images/ecg_002645.png,0
images/ecg_004350.png,1
images/ecg_000222.png,0
images/ecg_002302.png,1
images/ecg_000902.png,0
images/ecg_004339.png,1
images/ecg_002637.png,0
images/ecg_002223.png,1
images/ecg_003544.png,1
images/ecg_001756.png,1
images/ecg_003351.png,1
images/ecg_000118.png,1
images/ecg_003601.png,0
images/ecg_000714.png,1
images/ecg_004599.png,1
images/ecg_004139.png,1
images/ecg_000425.png,0
images/ecg_002247.png,0
images/ecg_001766.png,0
images/ecg_001352.png,1
images/ecg_002933.png,1
images/ecg_003834.png,1
images/ecg_000697.png,1
images/ecg_004241.png,1
images/ecg_004298.png,0
images/ecg_004683.png,0
images/ecg_003272.png,1
images/ecg_000075.png,0
images/ecg_000069.png,0
images/ecg_000700.png,1
images/ecg_000249.png,0
images/ecg_001575.png,1
images/ecg_001640.png,1
images/ecg_001403.png,1
images/ecg_000152.png,1
images/ecg_004417.png,1
images/ecg_003705.png,1
images/ecg_003682.png,1
images/ecg_001965.png,1
images/ecg_002493.png,0
images/ecg_002833.png,1
images/ecg_004423.png,1
images/ecg_000746.png,0
images/ecg_000841.png,1
images/ecg_003840.png,1
images/ecg_002696.png,0
images/ecg_003968.png,0
images/ecg_001399.png,1
images/ecg_004866.png,0
images/ecg_000488.png,1
images/ecg_004989.png,1
images/ecg_000544.png,0
images/ecg_002195.png,1
images/ecg_002900.png,1
images/ecg_001675.png,1
images/ecg_002996.png,0
images/ecg_002597.png,1
images/ecg_004378.png,1
images/ecg_003873.png,1
images/ecg_000402.png,1
images/ecg_003711.png,0
images/ecg_003308.png,1
images/ecg_000271.png,0
images/ecg_000758.png,0
images/ecg_004878.png,1
images/ecg_001472.png,1
images/ecg_003127.png,0
images/ecg_000605.png,0
images/ecg_001204.png,0
images/ecg_003321.png,1
images/ecg_000441.png,1
images/ecg_001838.png,1
images/ecg_003458.png,0
images/ecg_003376.png,1
images/ecg_004097.png,1
images/ecg_002623.png,1
images/ecg_001802.png,0
images/ecg_000569.png,0
images/ecg_004819.png,1
images/ecg_002159.png,0
images/ecg_004045.png,1
images/ecg_003320.png,1
images/ecg_001908.png,1
images/ecg_002596.png,1
images/ecg_001280.png,0
images/ecg_000643.png,0
images/ecg_001947.png,1
images/ecg_001671.png,0
images/ecg_004750.png,1
images/ecg_004148.png,1
images/ecg_002770.png,1
images/ecg_001649.png,1
images/ecg_001024.png,1
images/ecg_003740.png,1
images/ecg_001360.png,1
images/ecg_000515.png,0
images/ecg_003573.png,1
images/ecg_003975.png,0
images/ecg_001588.png,0
images/ecg_001097.png,0
images/ecg_002754.png,1
images/ecg_001160.png,0
images/ecg_004915.png,1
images/ecg_000560.png,1
images/ecg_001040.png,0
images/ecg_003603.png,0
images/ecg_001602.png,0
images/ecg_001114.png,0
images/ecg_001623.png,0
images/ecg_002658.png,0
images/ecg_004528.png,0
images/ecg_002119.png,0
images/ecg_000184.png,1
images/ecg_000012.png,1
images/ecg_002377.png,0
images/ecg_001055.png,1
images/ecg_000671.png,0
images/ecg_003443.png,1
images/ecg_002880.png,0
images/ecg_002974.png,0
images/ecg_001111.png,1
images/ecg_001254.png,1
images/ecg_001134.png,0
images/ecg_003388.png,1
images/ecg_003196.png,1
images/ecg_000640.png,1
images/ecg_004457.png,1
images/ecg_004470.png,0
images/ecg_003839.png,0
images/ecg_001850.png,0
images/ecg_003063.png,1
images/ecg_002088.png,1
images/ecg_004345.png,0
images/ecg_001388.png,1
images/ecg_000276.png,0
images/ecg_000531.png,1
images/ecg_002556.png,0
images/ecg_004001.png,0
images/ecg_004846.png,0
images/ecg_003624.png,0
images/ecg_002898.png,1
images/ecg_003954.png,0
images/ecg_002135.png,1
images/ecg_003797.png,1
images/ecg_004185.png,1
images/ecg_002188.png,1
images/ecg_002660.png,0
images/ecg_004307.png,1
images/ecg_004159.png,0
images/ecg_000879.png,0
images/ecg_000555.png,1
images/ecg_003862.png,0
images/ecg_003737.png,1
images/ecg_000112.png,0
images/ecg_002521.png,0
images/ecg_001080.png,0
images/ecg_000723.png,0
images/ecg_004770.png,0
images/ecg_002399.png,1
images/ecg_000045.png,0
images/ecg_003309.png,1
images/ecg_003485.png,1
images/ecg_000966.png,1
images/ecg_003450.png,1
images/ecg_002452.png,1
images/ecg_000148.png,1
images/ecg_001886.png,0
images/ecg_000861.png,1
images/ecg_000323.png,1
images/ecg_002772.png,0
images/ecg_002751.png,1
images/ecg_000430.png,0
images/ecg_003890.png,1
images/ecg_004061.png,1
images/ecg_003455.png,0
images/ecg_003230.png,0
images/ecg_000380.png,1
images/ecg_003674.png,0
images/ecg_001087.png,1
images/ecg_004848.png,1
images/ecg_004400.png,0
images/ecg_003155.png,0
images/ecg_002920.png,1
images/ecg_004327.png,1
images/ecg_003457.png,1
images/ecg_000983.png,1
images/ecg_001480.png,1
images/ecg_001511.png,1
images/ecg_003635.png,1
images/ecg_004799.png,1
images/ecg_004686.png,0
images/ecg_002425.png,0
images/ecg_003197.png,1
images/ecg_000119.png,0
images/ecg_002624.png,1
images/ecg_004254.png,1
images/ecg_001528.png,0
images/ecg_000575.png,1
images/ecg_000704.png,1
images/ecg_004660.png,1
images/ecg_002969.png,1
images/ecg_001564.png,1
images/ecg_004091.png,1
images/ecg_004654.png,1
images/ecg_000712.png,1
images/ecg_004190.png,1
images/ecg_002205.png,0
images/ecg_001162.png,1
images/ecg_003153.png,1
images/ecg_000976.png,0
images/ecg_000424.png,0
images/ecg_003856.png,0
images/ecg_004143.png,1
images/ecg_000698.png,1
images/ecg_003002.png,1
images/ecg_003428.png,0
images/ecg_001916.png,1
images/ecg_002593.png,0
images/ecg_004208.png,1
images/ecg_002972.png,0
images/ecg_001799.png,1
images/ecg_004536.png,0
images/ecg_000446.png,0
images/ecg_002542.png,0
images/ecg_001534.png,1
images/ecg_003609.png,0
images/ecg_000011.png,1
images/ecg_001219.png,1
images/ecg_001223.png,0
images/ecg_003327.png,0
images/ecg_001824.png,1
images/ecg_000897.png,1
images/ecg_002717.png,1
images/ecg_002141.png,1
images/ecg_004102.png,0
images/ecg_000669.png,0
images/ecg_002069.png,0
images/ecg_003846.png,1
images/ecg_002901.png,0
images/ecg_003123.png,0
images/ecg_001497.png,0
images/ecg_002292.png,1
images/ecg_002947.png,1
images/ecg_001630.png,1
images/ecg_002278.png,1
images/ecg_002729.png,0
images/ecg_001524.png,0
images/ecg_003528.png,1
images/ecg_000392.png,1
images/ecg_000417.png,1
images/ecg_002363.png,1
images/ecg_002461.png,1
images/ecg_004841.png,0
images/ecg_004627.png,0
images/ecg_004935.png,1
images/ecg_001594.png,0
images/ecg_002670.png,1
images/ecg_000279.png,0
images/ecg_001455.png,0
images/ecg_002180.png,1
images/ecg_000719.png,1
images/ecg_001432.png,0
images/ecg_003526.png,0
images/ecg_003334.png,1
images/ecg_001880.png,0
images/ecg_004533.png,1
images/ecg_003318.png,0
images/ecg_004939.png,1
images/ecg_002619.png,0
images/ecg_001757.png,1
images/ecg_001106.png,1
images/ecg_002025.png,0
images/ecg_001678.png,1
images/ecg_000000.png,1
images/ecg_002470.png,0
images/ecg_004296.png,0
images/ecg_001169.png,1
images/ecg_002398.png,1
images/ecg_001862.png,1
images/ecg_004956.png,1
images/ecg_000022.png,1
images/ecg_000464.png,0
images/ecg_003909.png,0
images/ecg_004805.png,1
images/ecg_004491.png,1
images/ecg_002044.png,1
images/ecg_001051.png,0
images/ecg_004944.png,0
images/ecg_000864.png,0
images/ecg_001663.png,1
images/ecg_004163.png,1
images/ecg_000144.png,0
images/ecg_003918.png,1
images/ecg_001242.png,0
images/ecg_000460.png,0
images/ecg_000090.png,1
images/ecg_004690.png,1
images/ecg_004648.png,0
images/ecg_001520.png,1
images/ecg_004123.png,1
images/ecg_001855.png,1
images/ecg_001600.png,1
images/ecg_004822.png,0
images/ecg_002903.png,1
images/ecg_003712.png,0
images/ecg_004333.png,0
images/ecg_002282.png,1
images/ecg_000932.png,0
images/ecg_002777.png,0
images/ecg_002993.png,1
images/ecg_004341.png,1
images/ecg_002915.png,0
images/ecg_000149.png,1
images/ecg_003952.png,0
images/ecg_001689.png,0
images/ecg_004390.png,0
images/ecg_001090.png,0
images/ecg_001932.png,1
images/ecg_003718.png,0
images/ecg_000911.png,1
images/ecg_002158.png,1
images/ecg_001542.png,1
images/ecg_000982.png,0
images/ecg_003785.png,0
images/ecg_003566.png,1
images/ecg_004322.png,0
images/ecg_002112.png,1
images/ecg_000309.png,0
images/ecg_003772.png,1
images/ecg_004518.png,0
images/ecg_003993.png,1
images/ecg_000235.png,1
images/ecg_002750.png,0
images/ecg_002793.png,1
images/ecg_003516.png,1
images/ecg_002387.png,1
images/ecg_004352.png,1
images/ecg_000351.png,1
images/ecg_001129.png,0
images/ecg_003767.png,0
images/ecg_003077.png,1
images/ecg_004990.png,0
images/ecg_001633.png,1
images/ecg_000253.png,0
images/ecg_000074.png,0
images/ecg_003445.png,1
images/ecg_002497.png,1
images/ecg_001212.png,1
images/ecg_000788.png,0
images/ecg_000411.png,1
images/ecg_004294.png,1
images/ecg_004560.png,0
images/ecg_000926.png,1
images/ecg_002103.png,0
images/ecg_000793.png,0
images/ecg_001687.png,1
images/ecg_001931.png,1
images/ecg_001165.png,0
images/ecg_000571.png,1
images/ecg_004714.png,0
images/ecg_000871.png,0
images/ecg_000220.png,1
images/ecg_002643.png,1
images/ecg_000566.png,0
images/ecg_004902.png,1
images/ecg_001693.png,1
images/ecg_003032.png,1
images/ecg_001375.png,0
images/ecg_004221.png,0
images/ecg_002708.png,0
images/ecg_004839.png,0
images/ecg_003780.png,0
images/ecg_001859.png,0
images/ecg_000763.png,1
images/ecg_002725.png,0
images/ecg_004308.png,1
images/ecg_003621.png,1
images/ecg_000035.png,1
images/ecg_002753.png,1
images/ecg_000221.png,0
images/ecg_004761.png,1
images/ecg_004674.png,1
images/ecg_001441.png,1
images/ecg_004062.png,0
images/ecg_000998.png,1
images/ecg_001557.png,0
images/ecg_002700.png,1
images/ecg_000048.png,1
images/ecg_000403.png,0
images/ecg_001940.png,1
images/ecg_001173.png,1
images/ecg_001478.png,1
images/ecg_000267.png,1
images/ecg_000690.png,0
images/ecg_003191.png,1
images/ecg_004863.png,1
images/ecg_001386.png,1
images/ecg_001121.png,1
images/ecg_004430.png,0
images/ecg_001740.png,0
images/ecg_004963.png,0
images/ecg_003431.png,1
images/ecg_003089.png,1
images/ecg_000263.png,0
images/ecg_000143.png,0
images/ecg_001278.png,0
images/ecg_002048.png,1
images/ecg_000095.png,1
images/ecg_002735.png,1
images/ecg_002828.png,0
images/ecg_003883.png,0
images/ecg_002174.png,1
images/ecg_001664.png,1
images/ecg_001906.png,1
images/ecg_000442.png,1
images/ecg_000543.png,0
images/ecg_000228.png,0
images/ecg_003897.png,0
images/ecg_002082.png,1
images/ecg_002061.png,1
images/ecg_001377.png,1
images/ecg_002129.png,1
images/ecg_001901.png,0
images/ecg_003036.png,1
images/ecg_002111.png,1
images/ecg_002439.png,1
images/ecg_001615.png,1
images/ecg_001410.png,1
images/ecg_002594.png,1
images/ecg_000954.png,1
images/ecg_002870.png,1
images/ecg_002179.png,1
images/ecg_002944.png,1
images/ecg_000721.png,1
images/ecg_003306.png,1
images/ecg_000432.png,0
images/ecg_003905.png,0
images/ecg_000653.png,0
images/ecg_002686.png,0
images/ecg_002192.png,1
images/ecg_004725.png,0
images/ecg_001433.png,1
images/ecg_000915.png,1
images/ecg_004037.png,1
images/ecg_001725.png,0
images/ecg_001975.png,1
images/ecg_001471.png,1
images/ecg_004395.png,1
images/ecg_000021.png,0
images/ecg_003951.png,1
images/ecg_001084.png,0
images/ecg_003619.png,1
images/ecg_002057.png,1
images/ecg_001137.png,1
images/ecg_002525.png,0
images/ecg_003410.png,0
images/ecg_003128.png,0
images/ecg_002945.png,1
images/ecg_003845.png,1
images/ecg_004960.png,1
images/ecg_003808.png,1
images/ecg_004556.png,0
images/ecg_001927.png,0
images/ecg_001603.png,1
images/ecg_000800.png,1
images/ecg_001010.png,1
images/ecg_004326.png,0
images/ecg_004060.png,1
images/ecg_004475.png,0
images/ecg_000539.png,1
images/ecg_004826.png,1
images/ecg_000366.png,0
images/ecg_002144.png,0
images/ecg_001356.png,0
images/ecg_002844.png,1
images/ecg_003028.png,1
images/ecg_003119.png,0
images/ecg_004815.png,1
images/ecg_001934.png,1
images/ecg_000008.png,1
images/ecg_003632.png,0
images/ecg_004319.png,1
images/ecg_001291.png,0
images/ecg_002714.png,1
images/ecg_002166.png,0
images/ecg_003799.png,0
images/ecg_003405.png,1
images/ecg_000799.png,1
