id,image_path,label
P00206,img_00206.jpg,knight
P00207,img_00207.jpg,knight
P00208,img_00208.jpg,pawn
P00209,img_00209.jpg,rook
P00210,img_00210.jpg,queen
P00211,img_00211.jpg,knight
P00212,img_00212.jpg,bishop
P00213,img_00213.jpg,bishop
P00214,img_00214.jpg,knight
P00215,img_00215.jpg,pawn
P00216,img_00216.jpg,queen
P00217,img_00217.jpg,bishop
P00218,img_00218.jpg,queen
P00219,img_00219.jpg,pawn
P00220,img_00220.jpg,queen
P00221,img_00221.jpg,bishop
P00222,img_00222.jpg,queen
P00223,img_00223.jpg,knight
P00224,img_00224.jpg,bishop
P00225,img_00225.jpg,knight
P00226,img_00226.jpg,queen
P00227,img_00227.jpg,rook
P00228,img_00228.jpg,bishop
P00229,img_00229.jpg,pawn
P00230,img_00230.jpg,rook
P00231,img_00231.jpg,pawn
P00232,img_00232.jpg,knight
P00233,img_00233.jpg,queen
P00234,img_00234.jpg,knight
P00235,img_00235.jpg,queen
P00236,img_00236.jpg,bishop
P00237,img_00237.jpg,rook
P00238,img_00238.jpg,queen
P00239,img_00239.jpg,pawn
P00240,img_00240.jpg,pawn
P00241,img_00241.jpg,knight
P00242,img_00242.jpg,bishop
P00243,img_00243.jpg,knight
P00244,img_00244.jpg,pawn
P00245,img_00245.jpg,knight
P00246,img_00246.jpg,queen
P00247,img_00247.jpg,rook
P00248,img_00248.jpg,knight
P00249,img_00249.jpg,knight
P00250,img_00250.jpg,bishop
P00251,img_00251.jpg,rook
P00252,img_00252.jpg,rook
P00253,img_00253.jpg,knight
P00254,img_00254.jpg,bishop
P00255,img_00255.jpg,knight
P00256,img_00256.jpg,pawn
P00257,img_00257.jpg,knight
P00258,img_00258.jpg,knight
P00259,img_00259.jpg,pawn
P00260,img_00260.jpg,pawn
P00261,img_00261.jpg,rook
P00262,img_00262.jpg,knight
P00263,img_00263.jpg,rook
P00264,img_00264.jpg,rook
P00265,img_00265.jpg,knight
P00266,img_00266.jpg,knight
P00267,img_00267.jpg,knight
P00268,img_00268.jpg,knight
P00269,img_00269.jpg,rook
P00270,img_00270.jpg,bishop
P00271,img_00271.jpg,bishop
P00272,img_00272.jpg,queen
P00273,img_00273.jpg,queen
P00274,img_00274.jpg,bishop
P00275,img_00275.jpg,rook
P00276,img_00276.jpg,rook
P00277,img_00277.jpg,rook
P00278,img_00278.jpg,queen
P00279,img_00279.jpg,knight
P00280,img_00280.jpg,bishop
P00281,img_00281.jpg,rook
P00282,img_00282.jpg,bishop
P00283,img_00283.jpg,bishop
P00284,img_00284.jpg,rook
P00285,img_00285.jpg,bishop
P00286,img_00286.jpg,bishop
P00287,img_00287.jpg,bishop
P00288,img_00288.jpg,bishop
P00289,img_00289.jpg,queen
P00290,img_00290.jpg,knight
P00291,img_00291.jpg,rook
P00292,img_00292.jpg,pawn
P00293,img_00293.jpg,bishop
P00294,img_00294.jpg,bishop
P00295,img_00295.jpg,bishop
P00296,img_00296.jpg,rook
P00297,img_00297.jpg,knight
P00298,img_00298.jpg,knight
P00299,img_00299.jpg,queen
P00300,img_00300.jpg,rook
P00301,img_00301.jpg,bishop
P00302,img_00302.jpg,rook
P00303,img_00303.jpg,knight
P00304,img_00304.jpg,knight
P00305,img_00305.jpg,knight
P00306,img_00306.jpg,bishop
P00307,img_00307.jpg,rook
P00308,img_00308.jpg,rook
P00309,img_00309.jpg,pawn
P00310,img_00310.jpg,rook
P00311,img_00311.jpg,bishop
P00312,img_00312.jpg,knight
P00313,img_00313.jpg,knight
P00314,img_00314.jpg,knight
P00315,img_00315.jpg,bishop
P00316,img_00316.jpg,knight
P00317,img_00317.jpg,pawn
P00318,img_00318.jpg,queen
P00319,img_00319.jpg,bishop
P00320,img_00320.jpg,bishop
P00321,img_00321.jpg,pawn
P00322,img_00322.jpg,pawn
P00323,img_00323.jpg,bishop
P00324,img_00324.jpg,knight
P00325,img_00325.jpg,pawn
P00326,img_00326.jpg,pawn
P00327,img_00327.jpg,bishop
P00328,img_00328.jpg,knight
P00329,img_00329.jpg,knight
P00330,img_00330.jpg,knight
P00331,img_00331.jpg,queen
P00332,img_00332.jpg,rook
P00333,img_00333.jpg,queen
P00334,img_00334.jpg,pawn
P00335,img_00335.jpg,bishop
P00336,img_00336.jpg,queen
P00337,img_00337.jpg,pawn
P00338,img_00338.jpg,bishop
P00339,img_00339.jpg,queen
P00340,img_00340.jpg,pawn
P00341,img_00341.jpg,knight
P00342,img_00342.jpg,knight
P00343,img_00343.jpg,knight
P00344,img_00344.jpg,queen
P00345,img_00345.jpg,knight
P00346,img_00346.jpg,bishop
P00347,img_00347.jpg,rook
P00348,img_00348.jpg,bishop
P00349,img_00349.jpg,knight
P00350,img_00350.jpg,queen
P00351,img_00351.jpg,pawn
P00352,img_00352.jpg,bishop
P00353,img_00353.jpg,bishop
P00354,img_00354.jpg,queen
P00355,img_00355.jpg,knight
P00356,img_00356.jpg,queen
P00357,img_00357.jpg,bishop
P00358,img_00358.jpg,bishop
P00359,img_00359.jpg,queen
P00360,img_00360.jpg,knight
P00361,img_00361.jpg,rook
P00362,img_00362.jpg,queen
P00363,img_00363.jpg,pawn
P00364,img_00364.jpg,bishop
P00365,img_00365.jpg,knight
P00366,img_00366.jpg,pawn
P00367,img_00367.jpg,queen
P00368,img_00368.jpg,knight
P00369,img_00369.jpg,bishop
P00370,img_00370.jpg,bishop
P00371,img_00371.jpg,pawn
P00372,img_00372.jpg,knight
P00373,img_00373.jpg,knight
P00374,img_00374.jpg,bishop
P00375,img_00375.jpg,bishop
P00376,img_00376.jpg,bishop
P00377,img_00377.jpg,bishop
P00378,img_00378.jpg,knight
P00379,img_00379.jpg,bishop
P00380,img_00380.jpg,knight
P00381,img_00381.jpg,bishop
P00382,img_00382.jpg,rook
P00383,img_00383.jpg,bishop
P00384,img_00384.jpg,knight
P00385,img_00385.jpg,bishop
P00386,img_00386.jpg,queen
P00387,img_00387.jpg,rook
P00388,img_00388.jpg,rook
P00389,img_00389.jpg,pawn
P00390,img_00390.jpg,rook
P00391,img_00391.jpg,rook
P00392,img_00392.jpg,knight
P00393,img_00393.jpg,rook
P00394,img_00394.jpg,rook
P00395,img_00395.jpg,rook
P00396,img_00396.jpg,knight
P00397,img_00397.jpg,bishop
P00398,img_00398.jpg,knight
P00399,img_00399.jpg,knight
P00400,img_00400.jpg,pawn
P00401,img_00401.jpg,bishop
P00402,img_00402.jpg,pawn
P00403,img_00403.jpg,queen
P00404,img_00404.jpg,knight
P00405,img_00405.jpg,knight
P00406,img_00406.jpg,bishop
P00407,img_00407.jpg,queen
P00408,img_00408.jpg,knight
P00409,img_00409.jpg,pawn
P00410,img_00410.jpg,rook
P00411,img_00411.jpg,rook
P00412,img_00412.jpg,knight
P00413,img_00413.jpg,rook
P00414,img_00414.jpg,bishop
P00415,img_00415.jpg,queen
P00416,img_00416.jpg,knight
P00417,img_00417.jpg,bishop
P00418,img_00418.jpg,knight
P00419,img_00419.jpg,knight
P00420,img_00420.jpg,queen
P00421,img_00421.jpg,rook
P00422,img_00422.jpg,knight
P00423,img_00423.jpg,knight
P00424,img_00424.jpg,pawn
P00425,img_00425.jpg,knight
P00426,img_00426.jpg,knight
P00427,img_00427.jpg,knight
P00428,img_00428.jpg,knight
P00429,img_00429.jpg,queen
P00430,img_00430.jpg,rook
P00431,img_00431.jpg,queen
P00432,img_00432.jpg,bishop
P00433,img_00433.jpg,queen
P00434,img_00434.jpg,rook
P00435,img_00435.jpg,knight
P00436,img_00436.jpg,bishop
P00437,img_00437.jpg,queen
P00438,img_00438.jpg,rook
P00439,img_00439.jpg,knight
P00440,img_00440.jpg,queen
P00441,img_00441.jpg,bishop
P00442,img_00442.jpg,pawn
P00443,img_00443.jpg,pawn
P00444,img_00444.jpg,bishop
P00445,img_00445.jpg,queen
P00446,img_00446.jpg,bishop
P00447,img_00447.jpg,rook
P00448,img_00448.jpg,queen
P00449,img_00449.jpg,pawn
P00450,img_00450.jpg,knight
P00451,img_00451.jpg,knight
P00452,img_00452.jpg,queen
P00453,img_00453.jpg,bishop
P00454,img_00454.jpg,pawn
P00455,img_00455.jpg,queen
P00456,img_00456.jpg,rook
P00457,img_00457.jpg,knight
P00458,img_00458.jpg,rook
P00459,img_00459.jpg,pawn
P00460,img_00460.jpg,knight
P00461,img_00461.jpg,knight
P00462,img_00462.jpg,knight
P00463,img_00463.jpg,knight
P00464,img_00464.jpg,queen
P00465,img_00465.jpg,queen
P00466,img_00466.jpg,rook
P00467,img_00467.jpg,knight
P00468,img_00468.jpg,rook
P00469,img_00469.jpg,pawn
P00470,img_00470.jpg,pawn
P00471,img_00471.jpg,pawn
P00472,img_00472.jpg,rook
P00473,img_00473.jpg,knight
P00474,img_00474.jpg,queen
P00475,img_00475.jpg,pawn
P00476,img_00476.jpg,pawn
P00477,img_00477.jpg,knight
P00478,img_00478.jpg,rook
P00479,img_00479.jpg,bishop
P00480,img_00480.jpg,rook
P00481,img_00481.jpg,queen
P00482,img_00482.jpg,rook
P00483,img_00483.jpg,knight
P00484,img_00484.jpg,queen
P00485,img_00485.jpg,queen
P00486,img_00486.jpg,bishop
P00487,img_00487.jpg,pawn
P00488,img_00488.jpg,bishop
P00489,img_00489.jpg,knight
P00490,img_00490.jpg,knight
P00491,img_00491.jpg,knight
P00492,img_00492.jpg,knight
P00493,img_00493.jpg,queen
P00494,img_00494.jpg,pawn
P00495,img_00495.jpg,pawn
P00496,img_00496.jpg,bishop
P00497,img_00497.jpg,rook
P00498,img_00498.jpg,pawn
P00499,img_00499.jpg,rook
P00500,img_00500.jpg,bishop
P00501,img_00501.jpg,queen
P00502,img_00502.jpg,rook
P00503,img_00503.jpg,knight
P00504,img_00504.jpg,bishop
P00505,img_00505.jpg,knight
P00506,img_00506.jpg,rook
P00507,img_00507.jpg,knight
P00508,img_00508.jpg,knight
P00509,img_00509.jpg,pawn
P00510,img_00510.jpg,knight
P00511,img_00511.jpg,knight
P00512,img_00512.jpg,knight
P00513,img_00513.jpg,knight
P00514,img_00514.jpg,queen
P00515,img_00515.jpg,queen
P00516,img_00516.jpg,knight
P00517,img_00517.jpg,knight
P00518,img_00518.jpg,bishop
P00519,img_00519.jpg,pawn
P00520,img_00520.jpg,bishop
